Date	Device Name	Description	Novel	Author	Built?	By Whom?	Product	First Year Made	Additional Details	Bits or Atoms?	Companies Working on This	Link to Doc With Technical Details	Requires Changes to Laws of Physics
	1909	Machine Apartment	Each person lives isolated in their own room, supported by a vast planetary machine.	The Machine Stops	E.M. Forster	No	N/A	N/A	N/A	N/A	Atoms			
	1909	The Book of the Machine	The only book needed for life in the vast Machine.	The Machine Stops	E.M. Forster	No	N/A	N/A	N/A	N/A	Atoms			
	1910	Automaton Chessplayer	The first chess-playing computer.	Moxon's Master	Ambrose Bierce	Yes	IBM	Deep Blue	1997	N/A	Bits			
	1911	Detectophone	First use of the idea of a voice-activated machine.	Ralph 124c 41 +	Hugo Gernsback	Yes	Various	Voice assistants	2010s	N/A	Bits			
	1911	Electric Rifle	A device that shoots an electrical charge.	Tom Swift and His Electric Rifle	Victor Appleton	Yes	Taser International	Taser	1970s	N/A	Atoms			
	1911	Automatic-Electric Packing Machine	A device able to pack randomly shaped objects combined into a single package automatically.	Ralph 124c 41 +	Hugo Gernsback	Yes	Sealed Air	Packaging machines	1960s	N/A	Atoms			
	1911	Telautograph	First fictional reference to a fax machine.	Ralph 124c 41 +	Hugo Gernsback	Yes	Xerox	Fax machines	1960s	N/A	Bits			
	1911	Actinoscope	A device that used a pulsating polarized ether wave to judge the distance to an object (a RADAR)	Ralph 124c 41 +	Hugo Gernsback	Yes	Raytheon	Radar	1930s	N/A	Atoms			
	1911	Artificial Cloth	The creation of fabrics without organic natural fibers.	Ralph 124c 41 +	Hugo Gernsback	Yes	Various	Synthetic fabrics	1910s	N/A	Atoms			
	1911	Telephot	A device that combined the functions of telephone and television; a phone with a screen.	Ralph 124c 41 +	Hugo Gernsback	Yes	Apple, Samsung	Video calling smartphones	2007	N/A	Bits			
	1911	Language Rectifier	The first reference to machine-translation of human languages.	Ralph 124c 41 +	Hugo Gernsback	Yes	Google	Google Translate	2006	N/A	Bits			
	1911	Personalized News	First reference to news that is customized to the needs of each individual subscriber.	Ralph 124c 41 +	Hugo Gernsback	Yes	Google	Google News	2002	N/A	Bits			
	1911	Helio-Dynamophores (Sun-Power-Generators)	Photo-electric elements which transformed the solar heat direct into electric energy.	Ralph 124c 41 +	Hugo Gernsback	Yes	Various	Solar panels	1954	N/A	Atoms			
	1911	Demagnitizing Ray	A beam of radiation that makes even the strongest steel as brittle as chalk.	The Lord of Labour	George Griffith	No	N/A	N/A	N/A	N/A	Atoms			
	1911	Aerocab (Aeroflyer)	A electric flying taxi, or car.	Ralph 124c 41 +	Hugo Gernsback	No	N/A	N/A	N/A	N/A	Atoms			
	1911	Steelonium	A remarkable kind of steel that did not rust or corrode.	Ralph 124c 41 +	Hugo Gernsback	No	N/A	N/A	N/A	N/A	Atoms			
	1911	Sub-Atlantic Tube	A tunnel under the ocean; the shortest distance between the two points.	Ralph 124c 41 +	Hugo Gernsback	No	N/A	N/A	N/A	N/A	Atoms			
	1911	Gyrocar	A two-wheeled, self-balancing automobile.	Two Boys in a Gyrocar the story of a New York to Paris motor race	Kenneth Brown	No	N/A	N/A	N/A	N/A	Atoms			
	1911	Menograph (Mind-Writer)	Direct translation of thought to paper.	Ralph 124c 41 +	Hugo Gernsback	No	N/A	N/A	N/A	N/A	Atoms			
	1911	Gravity Nullification (Gravity Screen)	Gravity annulled in its entirety in a small area.	Ralph 124c 41 +	Hugo Gernsback	No	N/A	N/A	N/A	N/A	Atoms			
	1911	Tele-Motor-Coasters	Powered skates for personal transportation.	Ralph 124c 41 +	Hugo Gernsback	No	N/A	N/A	N/A	N/A	Atoms			
	1911	Iridium Spirals (Street Lights)	Streetlights provide sunlight at night.	Ralph 124c 41 +	Hugo Gernsback	No	N/A	N/A	N/A	N/A	Atoms			
	1911	Hypnobioscope	The first fictional reference to sleep teaching.	Ralph 124c 41 +	Hugo Gernsback	No	N/A	N/A	N/A	N/A	Atoms			
	1911	Alohydrolium	The lightest metal.	Ralph 124c 41 +	Hugo Gernsback	No	N/A	N/A	N/A	N/A	Atoms			
	1911	Space-Sick	Uneasiness associated with space travel.	Ralph 124c 41 +	Hugo Gernsback	No	N/A	N/A	N/A	N/A	Atoms			
	1912	Automated Restaurant	Food is prepared and served entirely automatically.	A Princess of Mars	Edgar Rice Burroughs	No	N/A	N/A	N/A	N/A	Atoms			
	1913	Poison Space Cloud (Etheric Poison)	A deadly cloud of gas large enough to envelop the solar system.	The Poison Belt	Arthur Conan Doyle	No	N/A	N/A	N/A	N/A	Atoms			
	1914	Sustained Atomic Reaction	The idea that a sustained reaction could lead to an atomic explosion.	The World Set Free	H.G. Wells	Yes	Various	N/A	N/A	Fictional	Atoms			
	1914	Artificial Food	Food produced without soil, chemically.	The World Set Free	H.G. Wells	Yes	Various	Lab-grown food	2000s	N/A	Atoms			
	1914	Atomic Bomb	A weapon that uses an atomic chain reaction as an explosive force.	The World Set Free	H.G. Wells	Yes	US Government	Nuclear weapons	1945	N/A	Atoms			
	1914	Sunray Tank	A device that stores sunlight itself for use as an energy source.	Warlord of Mars	Edgar Rice Burroughs	No	N/A	N/A	N/A	N/A	Atoms			
	1934.498935	Gansas	Migratory birds that fly all the way to the Moone.	The Man in the Moone	Francis Godwin	No	N/A	N/A	N/A	Fictional	Atoms			
	1935.416468	Moon Machine	A device that could power a man from the surface of the Earth to that of the Moon.	A Voyage to the Moon	Cyrano de Bergerac	No	N/A	N/A	N/A	Fictional	Atoms			
	1915	Visaphone System Zoom Call	An amazingly early description of a modern zoom call on a big screen monitor.	John Jones's Dollar	Harry Stephen Keeler	Yes	Zoom, Skype	Video conferencing	2000s	N/A	Bits			
	1915	Pocket wireless phone	An entirely portable, pocket-sized, telephone.	John Jones's Dollar	Harry Stephen Keeler	Yes	Various	Mobile phones	1973	N/A	Atoms			
	1936.334	Cogitator (The Chair of Reflection)	A device which improves the rationality of the thinking processes.	The Consolidator	Daniel Defoe	No	N/A	N/A	N/A	Fictional	Atoms			
	1917	Open-Air Moving Picture Shows	Public news outlets	The Messiah of the Cylinder	Victor Rousseau	Yes	Various	Open air cinemas	Early 1900s	N/A	Atoms			
	1917	Tele-Photophonic Attachment	A device that permits a telephone funnel to see as well as hear.	The Messiah of the Cylinder	Victor Rousseau	Yes	Apple, Samsung	Video calling smartphones	2007	N/A	Atoms			
	1937.251533	Laputa	A floating island or rock in the air.	Gulliver's Travels	Jonathan Swift	No	N/A	N/A	N/A	Fictional	Atoms			
	1938.169065	Stage Balloon	A regular means of conveyance, like a train or carriage.	The Mummy! A Tale of the Twenty-Second Century	Jane Webb Loudon	No	N/A	N/A	N/A	Fictional	Atoms			
	1918	Photophone	A device that provided a view of the other booth.	The Planeteer	Michael Flynn	Yes	AT&T	Video calling	1930s	N/A	Atoms			
	1939.086598	Mail-Post Letter-Ball	A system of sending mail quickly from town to town via steam-cannon-powered hollow spheres.	The Mummy! A Tale of the Twenty-Second Century	Jane Webb Loudon	No	N/A	N/A	N/A	Fictional	Atoms			
	1940.00413	Barrels of Air	A very early mention of a means for breathing once above the Earth's atmosphere.	The Mummy! A Tale of the Twenty-Second Century	Jane Webb Loudon	No	N/A	N/A	N/A	Fictional	Atoms			
	1920	Spinning Mill for Veins (Artificial Organs)	The manufacture of artificial organs, digestive tract, veins - body parts.	R.U.R.	Karel Capek	Yes	Various biotech companies	Artificial organs	1960s	N/A	Atoms			
	1920	Robot	A (usually human-shaped) artifact with the same kinds of abilities as a human - this is the first use of the word 'robot'.	R.U.R.	Karel Capek	Yes	Various	Robots	1960s	N/A	Atoms			
	1940.921663	Steam-Propelled Moving Houses	Otherwise ordinary residences that move from place to place, powered by steam.	The Mummy! A Tale of the Twenty-Second Century	Jane Webb Loudon	No	N/A	N/A	N/A	Fictional	Atoms			
	1941.839195	Express Dolphin	A most agreeable means of locomotion under the waves.	Le Monde Tel Qu'il Sera (The World As It Shall Be)	Emile Souvestre	No	N/A	N/A	N/A	Fictional	Atoms			
	1921	Phonographic Locks	Doors that open using voice recognition.	A Journey to the Year 2025	Clement Fezandie	Yes	Amazon	Alexa smart locks	2017	N/A	Atoms			
	1942.756728	Steam Horse	A remarkable mechanical beast.	Le Monde Tel Qu'il Sera (The World As It Shall Be)	Emile Souvestre	No	N/A	N/A	N/A	Fictional	Atoms			
	1943.67426	Passenger-Carrying Mortar	A unique way of crossing a river, without a boat or a bridge.	Le Monde Tel Qu'il Sera (The World As It Shall Be)	Emile Souvestre	No	N/A	N/A	N/A	Fictional	Atoms			
	1923	Networked Telephone Answering Machine	A device that would accept verbal messages and store them for replay from any remote station.	Men Like Gods	H.G. Wells	Yes	Panasonic	Answering machines	1970s	N/A	Bits			
	1923	Acoustic Apparatus (Osophone)	A device that used bone conduction to transmit sound.	Acoustic Apparatus	Hugo Gernsback	Yes	Aftershokz	Bone conduction headphones	2012	N/A	Atoms			
	1923	Wireless Access Point	Infrastructure that provides power and wireless communication.	Men Like Gods	H.G. Wells	Yes	Cisco	Wifi routers	1999	N/A	Atoms			
	1944.591792	Feeding Room	An automated child care.	Le Monde Tel Qu'il Sera (The World As It Shall Be)	Emile Souvestre	No	N/A	N/A	N/A	Fictional	Atoms			
	1945.509325	Paper Steel	Specially treated paper that forms material as hard as steel.	Robur-the-Conqueror	Jules Verne	No	N/A				Atoms			
	1946.426857	Projectile-Vehicle	A projectile, or shot, capable of enclosing passengers and being safely hurled to the moon by an enormous cannon.	From the Earth to the Moon	Jules Verne	No	N/A	N/A	N/A	Fictional	Atoms			
	1947.34439	Launching Facility	A specific spot with support for a space launch.	From the Earth to the Moon	Jules Verne	No	N/A	N/A	N/A	Fictional	Atoms			
	1926	Starship	A vehicle for space travel.	War in Space	Raymond Quiex	Yes	SpaceX	Starship	In development	N/A	Atoms			
	1926	Computer Vision (Artificial Eye)	A device which, attached to a suitable computer, will allow the device to see.	The Metal Giants	Edmond Hamilton	Yes	Nvidia	Computer vision	2010s	N/A	Bits			
	1926	Transparent Dome Helmet	A spacesuit helmet that can be seen through.	The Man from the Atom	G. Peyton Wertenbaker	Yes	NASA	Helmet visors	1960s	N/A	Atoms			
	1926	Vacuum Suit	An early description of a space suit, and the first use of this now archaic phrase.	The Man from the Atom	G. Peyton Wertenbaker	Yes	NASA, SpaceX	Spacesuits	1960s	N/A	Atoms			
	1948.261922	Columbiad	An enormous cannon, sufficient in size to send a projectile to the Moon.	From the Earth to the Moon	Jules Verne	No	N/A	N/A	N/A	Fictional	Atoms			
	1949.179455	Gourmet Space Cuisine	The finest in French cuisine, in outer space.	From the Earth to the Moon	Jules Verne	No	N/A	N/A	N/A	Fictional	Atoms			
	1950.096987	Water-Springs	Using water to cushion the living space of a spacecraft from the effects of acceleration.	From the Earth to the Moon	Jules Verne	No	N/A	N/A	N/A	Fictional	Atoms			
	1951.01452	Steam Man	A mechanical robot powered by steam.	The Steam Man of the Prairies	Edward S. Ellis	No	N/A	N/A	N/A	Fictional	Atoms			
	1951.932052	Burn the Ship	Utilize parts of the ship as fuel for forward movement.	Around the World in 80 days	Jules Verne	No	N/A	N/A	N/A	Fictional	Atoms			
	1952.849585	Brick Moon	An artificial satellite or space station with living quarters for passengers.	The Brick Moon	Edward Everett Hale	No	N/A	N/A	N/A	Fictional	Atoms			
	1953.767117	Flywheel Launcher	Gigantic flywheels that build up enough power to launch a spacecraft - hurl it into the heavens!	The Brick Moon	Edward Everett Hale	No	N/A	N/A	N/A	Fictional	Atoms			
	1954.68465	Forced Scholars	Hothouse intellectuals.	Le Monde Tel Qu'il Sera (The World As It Shall Be)	Emile Souvestre	No	N/A	N/A	N/A	Fictional	Bits			
	1955.602182	Mechanical Consciousness	The notion that machines may develop a form of consciousness.	Erewhon	Samuel Butler	No	N/A	N/A	N/A	Fictional idea	Bits			
	1956.519715	Leyden Ball	Device for hunting underwater; transfers a powerful electrical charge to the prey.	20,000 Leagues Under the Sea	Jules Verne	No	N/A	N/A	N/A	Fictional	Atoms			
	1957.437247	Nautilus	The wondrous submarine of Captain Nemo; the instrument of his escape from humanity and his revenge upon it.	20,000 Leagues Under the Sea	Jules Verne	No	N/A	N/A	N/A	Fictional	Atoms			
	1958.354779	Electrify the Rail	Use of substantial electrical charge applied to outer hull to repel potential boarders.	20,000 Leagues Under the Sea	Jules Verne	No	N/A	N/A	N/A	Fictional	Atoms			
	1959.272312	Telepomp (Matter Transmission)	A device that transmitted matter from one place to another.	The Man Without a Body	Edward Page Mitchell	No	N/A	N/A	N/A	Fictional	Atoms			
	1928	Private Space Cruiser	A fully space-worthy ship under private ownership.	Crashing Suns	Edmond Hamilton	Yes	SpaceX, Blue Origin	Private spaceflight	2000s	N/A	Atoms			
	1928	Viewplate	A flat panel viewing display.	Armageddon: 2419 A.D.	Philip Frances Nowlan	Yes	Samsung, LG	Flat panel displays	1990s	N/A	Atoms			
	1928	Ultraphone Ear-Disc	Wireless receivers that fit directly over the ears; they also offered noise reduction.	Armageddon: 2419 A.D.	Philip Frances Nowlan	Yes	Bose, Sony	Noise-cancelling headphones	1980s	N/A	Atoms			
	1928	Grantline Comptometer	Key-driven computer/calculator that easily solves even calculus problems.	Beyond the Stars	Ray Cummings	Yes	Texas Instruments, Casio	Calculators	1970s	N/A	Atoms			
	1928	Airlock	An intermediate chamber between airless space and the interior of a space craft.	Skylark of Space	E.E. 'Doc' Smith	Yes	NASA, SpaceX	Airlocks	1960s	N/A	Atoms			
	1928	Pressure-Suit	A pressurized suit for use in the airless void of space.	Skylark of Space	E.E. 'Doc' Smith	Yes	NASA, SpaceX	Spacesuits	1960s	N/A	Atoms			
	1928	Rocket Gun	In essence, a bazooka.	Armageddon: 2419 A.D.	Philip Frances Nowlan	Yes	Various militaries	Rocket launchers	1940s	N/A	Atoms			
	1928	Ultrophone	A means of communication that transmits and receives simultaneously.	Armageddon: 2419 A.D.	Philip Frances Nowlan	Yes	Full duplex radios	Two-way radios	1920s	N/A	Atoms			
	1928	Concentro	Concentrated synthetic food rations.	Armageddon: 2419 A.D.	Philip Frances Nowlan	Yes	Various	MREs, dehydrated food	1910s	N/A	Atoms			
	1928	Chest Disc	A voice activated wireless transmitter.	Armageddon: 2419 A.D.	Philip Frances Nowlan	Yes	Apple	Siri	2011	N/A	Atoms			
	1928	Videophone	A person-to-person communication device offering sight as well as sound.	The Golden Girl of Munan	Harl Vincent	Yes	AT&T	Video calling	1930s	N/A	Bits			
	1960.189844	Compact Food Pastilles	One small tablet is a month's worth of food.	The Senator's Daughter	Edward Page Mitchell	No	N/A	N/A	N/A	Fictional	Atoms			
	1961.107377	Suspended Animation (Frigorific Process)	Very early reference to cryogenic storage.	The Senator's Daughter	Edward Page Mitchell	No	N/A	N/A	N/A	Fictional	Atoms			
	1962.024909	Apergy (Apergion)	An antigravity substance with sufficient power to propel a space ship from the Earth to Mars.	Across the Zodiac	Percy Greg	No	N/A	N/A	N/A	Fictional	Atoms			
	1962.942442	Astronaut (Ship)	The first instance of this phrase, it denotes a space-going vessel.	Across the Zodiac	Percy Greg	No	N/A	N/A	N/A	New term for spacecraft	Atoms			
	1963.859974	Dutch Clock (Time Machine)	A tall Dutch clock with hands that move... backward.	The Clock That Went Backward	Edward Page Mitchell	No	N/A	N/A	N/A	Fictional	Atoms			
	1964.777507	Ether Ship	A space-going ship.	Aleriel or A Voyage to Other Worlds	W.S. Lach-Szyrma	No	N/A	N/A	N/A	Fictional term for spacecraft	Atoms			
	1965.695039	Anacronopete (Time Machine)	A flying electric-powered time machine.	El Anacronopete	Enrique Gaspar	No	N/A	N/A	N/A	Fictional	Atoms			
	1966.612572	Straightening the Earth's Poles	By means of a suitable force, push the Earth until the planet's axis of rotation is perpendicular to the ecliptic.	The Purchase of the North Pole (Topsy Turvy)	Jules Verne	No	N/A	N/A	N/A	Fictional	Atoms			
	1967.530104	War-Balloon (Navigable Aerostat)	Enormous dirigible airships used for war.	The Angel of the Revolution	George Griffith	No	N/A	N/A	N/A	Fictional	Atoms			
	1968.447637	Aeriduct (Rain Maker)	A specific means of producing rain.	A Journey In Other Worlds	John Jacob Astor IV	No	N/A	N/A	N/A	Fictional	Atoms			
	1969.365169	Arctic Signal Light	A means of communicating with spacecraft from the surface of the Earth.	A Journey In Other Worlds	John Jacob Astor IV	No	N/A	N/A	N/A	N/A	Atoms			
	1970.282702	Time Machine	A device allowing the rider to move freely in the temporal dimension, just as we ordinarily do in the two physical dimensions normal to gravity.	The Time Machine	H.G. Wells	No	N/A	N/A	N/A	N/A	Atoms			
